#RPLIDAR SCAN DATA
#COUNT=876
#Angule	Distance	Quality
34.3268 686.0 188
34.6838 680.0 188
34.9805 676.0 188
35.2936 672.0 188
35.6067 670.0 188
35.9033 666.0 188
36.2604 664.0 188
36.5735 660.0 188
36.8866 658.0 188
37.1832 656.0 188
37.4963 656.0 188
37.7930 656.0 188
38.1061 654.0 188
38.4192 654.0 188
38.7158 652.0 188
39.0289 652.0 188
39.3256 652.0 188
39.6387 652.0 188
39.9518 650.0 188
40.2484 650.0 188
40.5615 650.0 188
40.8746 648.0 188
41.1713 648.0 188
41.4844 648.0 188
41.8414 646.0 188
42.1545 646.0 188
42.4512 646.0 188
42.7643 646.0 188
43.0609 644.0 188
43.3740 644.0 188
43.6871 644.0 188
43.9838 644.0 188
44.2969 644.0 188
44.5935 644.0 188
44.9011 644.0 188
45.2142 642.0 188
45.5109 642.0 188
45.8240 642.0 188
46.1206 642.0 188
46.4337 642.0 188
46.7468 642.0 188
47.0435 642.0 188
47.3566 640.0 188
47.6532 640.0 188
47.9663 640.0 188
48.2794 640.0 188
48.5760 640.0 188
48.8892 640.0 188
49.1858 640.0 188
49.4989 640.0 188
49.8120 640.0 188
50.1086 640.0 188
50.4218 640.0 188
50.7184 640.0 188
51.0260 640.0 188
51.3391 640.0 188
51.6357 640.0 188
51.9489 640.0 188
52.2455 640.0 188
52.5586 640.0 188
52.8717 640.0 188
53.1683 640.0 188
53.4814 640.0 188
53.7781 642.0 188
54.0912 640.0 188
54.4043 642.0 188
54.7009 642.0 188
55.0140 642.0 188
55.3107 642.0 188
55.6238 642.0 188
55.9369 642.0 188
56.2335 644.0 188
56.5466 644.0 188
56.8433 644.0 188
57.1509 644.0 188
57.4640 646.0 188
57.7606 646.0 188
58.0737 646.0 188
58.3704 646.0 188
58.6835 646.0 188
58.9966 646.0 188
59.2493 648.0 188
59.5459 648.0 188
59.8590 648.0 188
60.1666 648.0 188
60.4688 650.0 188
60.7764 650.0 188
61.0730 652.0 188
61.3861 652.0 188
61.6992 652.0 188
61.9958 654.0 188
62.3090 654.0 188
62.6056 654.0 188
62.9187 654.0 188
