#RPLIDAR SCAN DATA
#COUNT=499
#Angule	Distance	Quality
126.1560 1072.0 188
126.4966 1076.0 188
126.8427 1082.0 188
127.1832 1088.0 188
127.5293 1092.0 188
127.8589 1098.0 188
128.1995 1102.0 188
128.5455 1108.0 188
128.8861 1114.0 188
129.1718 1118.0 188
129.5123 1124.0 188
129.8584 1128.0 188
130.1990 1132.0 188
130.5286 1138.0 188
130.8746 1146.0 188
131.2152 1150.0 188
131.5613 1154.0 188
131.9019 1162.0 188
132.2479 1168.0 188
132.5281 1176.0 188
132.8741 1184.0 188
133.1982 1192.0 188
133.5443 1200.0 188
133.8904 1208.0 188
134.2310 1220.0 188
135.7800 2068.0 188
136.4996 1304.0 188
136.8402 1300.0 188
137.1863 1300.0 188
137.5269 1304.0 188
137.8729 1308.0 188
138.2135 1312.0 188
139.2297 1326.0 188
140.5426 1420.0 188
140.8887 1418.0 188
141.2183 1418.0 188
141.5588 1420.0 188
141.9049 1426.0 188
142.2455 1440.0 188
145.6073 1452.0 188
145.9369 1454.0 188
146.2775 1452.0 188
146.6840 1444.0 188
147.0135 1436.0 188
147.3541 1432.0 188
147.7002 1428.0 188
148.0463 1420.0 188
148.3868 1416.0 188
148.7329 1410.0 188
149.0625 1402.0 188
149.4031 1400.0 188
149.7491 1394.0 188
150.0897 1390.0 188
150.4358 1394.0 188
150.7654 1406.0 188
151.1060 1422.0 188
151.4520 1436.0 188
151.7322 1450.0 188
152.0728 1460.0 188
152.4188 1476.0 188
152.7649 1496.0 188
153.1055 1512.0 188
153.4351 1530.0 188
153.7317 1548.0 188
154.0613 1568.0 188
154.4019 1590.0 188
155.4346 1610.0 188
155.6708 3300.0 188
156.0114 3292.0 188
156.3409 3288.0 188
156.6870 3284.0 188
157.0276 3272.0 188
157.3737 3264.0 188
157.7142 3256.0 188
158.0603 3248.0 188
158.3899 3240.0 188
158.7305 3236.0 188
159.0765 3228.0 188
159.4171 3220.0 188
159.7632 3216.0 188
160.1093 3212.0 188
160.4333 3204.0 188
160.7794 3208.0 188
161.1200 3200.0 188
161.4661 3188.0 188
161.8121 3180.0 188
162.1527 3172.0 188
162.4823 3168.0 188
162.8229 3168.0 188
163.1689 3164.0 188
163.5150 3156.0 188
163.8556 3152.0 188
164.2017 3148.0 188
164.5313 3144.0 188
164.8718 3140.0 188
165.2179 3132.0 188
165.5585 3120.0 188
165.9045 3104.0 188
166.2451 3096.0 188
166.5747 3096.0 188
166.9208 3092.0 188
167.2614 3088.0 188
167.6074 3084.0 188
167.9480 3076.0 188
168.2941 3076.0 188
168.6841 3072.0 188
169.0302 3068.0 188
169.3707 3068.0 188
169.7168 3064.0 188
170.0464 3060.0 188
170.3870 3056.0 188
170.7330 3052.0 188
171.0736 3052.0 188
171.4197 3048.0 188
171.7603 3044.0 188
172.0898 3040.0 188
172.4359 3040.0 188
