#RPLIDAR SCAN DATA
#COUNT=881
#Angule	Distance	Quality
250.1093 428.0 188
250.4169 428.0 188
250.7135 425.0 188
251.0156 426.0 188
251.3232 427.0 188
251.6199 428.0 188
251.9330 429.0 188
252.2296 430.0 188
252.5262 430.0 188
252.8394 431.0 188
253.0756 432.0 188
253.3887 433.0 188
253.6853 434.0 188
253.9819 434.0 188
254.2950 435.0 188
254.5917 436.0 188
254.8883 437.0 188
255.2014 438.0 188
255.4980 439.0 188
255.7452 440.0 188
256.0419 441.0 188
256.3550 442.0 188
256.6516 443.0 188
256.9482 444.0 188
257.2614 445.0 188
257.5580 446.0 188
257.8546 447.0 188
258.1073 449.0 188
258.4204 450.0 188
258.7170 451.0 188
259.0137 452.0 188
259.3268 453.0 188
259.6234 454.0 188
259.9200 455.0 188
260.1672 456.0 188
260.4639 458.0 188
260.7770 459.0 188
261.0736 460.0 188
261.3867 462.0 188
261.6833 463.0 188
261.9360 464.0 188
262.2327 466.0 188
262.5293 467.0 188
262.8424 469.0 188
263.1390 470.0 188
263.4357 471.0 188
263.7488 472.0 188
263.9960 474.0 188
264.2926 476.0 188
264.5892 478.0 188
264.9023 479.0 188
265.1990 481.0 188
265.4517 483.0 188
265.7483 484.0 188
266.0449 486.0 188
266.3580 487.0 188
266.6547 489.0 188
266.9513 491.0 188
267.1985 493.0 188
267.5116 495.0 188
267.8082 497.0 188
268.1049 498.0 188
268.4180 500.0 188
268.6542 503.0 188
268.9673 505.0 188
269.2639 506.0 188
269.5770 508.0 188
269.8737 511.0 188
270.1208 513.0 188
270.4175 514.0 188
270.7141 516.0 188
271.0272 520.0 188
271.3239 520.0 188
271.5765 524.0 188
271.8732 526.0 188
272.1698 528.0 188
272.4829 530.0 188
272.7795 532.0 188
273.0927 534.0 188
273.3234 538.0 188
273.6365 540.0 188
273.9331 542.0 188
274.2297 546.0 188
274.4824 548.0 188
274.7791 552.0 188
275.0922 554.0 188
275.3888 558.0 188
275.6360 560.0 188
275.9326 562.0 188
276.2457 566.0 188
276.5424 570.0 188
276.7950 572.0 188
277.0917 574.0 188
277.4048 578.0 188
277.7014 582.0 188
277.9980 584.0 188
278.2452 588.0 188
278.5583 592.0 188
278.8550 596.0 188
279.1516 598.0 188
279.4043 602.0 188
279.7174 606.0 188
280.0140 608.0 188
280.3107 612.0 188
280.5579 616.0 188
281.1676 626.0 188
282.9364 636.0 188
282.2772 2432.0 188
282.5739 2412.0 188
282.8705 2408.0 188
283.1836 2400.0 188
283.4802 2384.0 188
283.7933 2380.0 188
284.0900 2376.0 188
284.3866 2364.0 188
284.6997 2352.0 188
284.9963 2344.0 188
285.3094 2340.0 188
285.6061 2328.0 188
285.9027 2320.0 188
286.2158 2316.0 188
287.0453 1642.0 188
287.4023 1636.0 188
287.6990 1626.0 188
288.0121 1620.0 188
288.3087 1612.0 188
288.6053 1602.0 188
288.9185 1596.0 188
289.2151 1594.0 188
289.5282 1594.0 188
289.8248 1592.0 188
290.1215 1588.0 188
290.4346 1586.0 188
290.7312 1590.0 188
291.0443 1594.0 188
291.3409 1600.0 188
291.6376 1604.0 188
291.9507 1608.0 188
292.2473 1612.0 188
292.5604 1602.0 188
293.2141 1512.0 188
293.5107 1486.0 188
293.8239 1474.0 188
294.1205 1472.0 188
294.4336 1472.0 188
294.7302 1472.0 188
